ticker_year_month,ticker,year-month,year,month,ret,MKT-RF,SMB,HML,WML,pmc
FXJ_2012_05,FXJ,201205.0,2012,5,-0.0227272727272727,-11.42,0.63,3.62,4.74,-0.0041434689113539
GFF_2012_05,GFF,201205.0,2012,5,-0.0923076923076924,-11.42,0.63,3.62,4.74,-0.0041434689113539
GNC_2012_05,GNC,201205.0,2012,5,0.0173372186987288,-11.42,0.63,3.62,4.74,-0.0041434689113539
ILU_2012_05,ILU,201205.0,2012,5,-0.2117680630065059,-11.42,0.63,3.62,4.74,-0.0041434689113539
IPL_2012_05,IPL,201205.0,2012,5,-0.1314984709480122,-11.42,0.63,3.62,4.74,-0.0041434689113539
LAU_2012_05,LAU,201205.0,2012,5,-0.111111111111111,-11.42,0.63,3.62,4.74,-0.0041434689113539
ABY1_2012_06,ABY1,201206.0,2012,6,-0.1296296296296297,4.47,-3.08,1.26,3.94,0.0086189122371028
AEJ_2012_06,AEJ,201206.0,2012,6,0.0945273631840797,4.47,-3.08,1.26,3.94,0.0086189122371028
AGL_2012_06,AGL,201206.0,2012,6,-0.0276529672836197,4.47,-3.08,1.26,3.94,0.0086189122371028
AHG_2012_06,AHG,201206.0,2012,6,-0.0499999999999999,4.47,-3.08,1.26,3.94,0.0086189122371028
AIO_2012_06,AIO,201206.0,2012,6,-0.0418502202643172,4.47,-3.08,1.26,3.94,0.0086189122371028
AMP_2012_06,AMP,201206.0,2012,6,-0.0077319587628865,4.47,-3.08,1.26,3.94,0.0086189122371028
BKN_2012_06,BKN,201206.0,2012,6,-0.1378737541528237,4.47,-3.08,1.26,3.94,0.0086189122371028
BKW_2012_06,BKW,201206.0,2012,6,-0.0241545893719806,4.47,-3.08,1.26,3.94,0.0086189122371028
BLD_2012_06,BLD,201206.0,2012,6,-0.1643134212567882,4.47,-3.08,1.26,3.94,0.0086189122371028
CCL_2012_06,CCL,201206.0,2012,6,0.0412451361867705,4.47,-3.08,1.26,3.94,0.0086189122371028
CSL_2012_06,CSL,201206.0,2012,6,0.0470119521912351,4.47,-3.08,1.26,3.94,0.0086189122371028
CSR_2012_06,CSR,201206.0,2012,6,-0.1515151515151515,4.47,-3.08,1.26,3.94,0.0086189122371028
DOW_2012_06,DOW,201206.0,2012,6,-0.0486332162898304,4.47,-3.08,1.26,3.94,0.0086189122371028
ELD_2012_06,ELD,201206.0,2012,6,0.1891567869988011,4.47,-3.08,1.26,3.94,0.0086189122371028
ENV1_2012_06,ENV1,201206.0,2012,6,-0.0126582278481012,4.47,-3.08,1.26,3.94,0.0086189122371028
EPW_2012_06,EPW,201206.0,2012,6,-0.0099009900990099,4.47,-3.08,1.26,3.94,0.0086189122371028
EVN_2012_06,EVN,201206.0,2012,6,-0.0895211191821361,4.47,-3.08,1.26,3.94,0.0086189122371028
FMG_2012_06,FMG,201206.0,2012,6,0.0606060606060605,4.47,-3.08,1.26,3.94,0.0086189122371028
FXJ_2012_06,FXJ,201206.0,2012,6,-0.1627906976744186,4.47,-3.08,1.26,3.94,0.0086189122371028
GFF_2012_06,GFF,201206.0,2012,6,-0.0677966101694914,4.47,-3.08,1.26,3.94,0.0086189122371028
GNC_2012_06,GNC,201206.0,2012,6,0.0116981586231796,4.47,-3.08,1.26,3.94,0.0086189122371028
HVN_2012_06,HVN,201206.0,2012,6,-0.0101441537640148,4.47,-3.08,1.26,3.94,0.0086189122371028
IGR_2012_06,IGR,201206.0,2012,6,-0.1521739130434782,4.47,-3.08,1.26,3.94,0.0086189122371028
ILU_2012_06,ILU,201206.0,2012,6,-0.1552196011990095,4.47,-3.08,1.26,3.94,0.0086189122371028
IPL_2012_06,IPL,201206.0,2012,6,0.0035211267605634,4.47,-3.08,1.26,3.94,0.0086189122371028
LAU_2012_06,LAU,201206.0,2012,6,0.0625,4.47,-3.08,1.26,3.94,0.0086189122371028
ABY1_2012_07,ABY1,201207.0,2012,7,-0.127659574468085,4.76,-3.59,1.48,3.91,-0.0087314749482405
AEJ_2012_07,AEJ,201207.0,2012,7,-0.0568181818181817,4.76,-3.59,1.48,3.91,-0.0087314749482405
AGL_2012_07,AGL,201207.0,2012,7,0.0629694267605931,4.76,-3.59,1.48,3.91,-0.0087314749482405
AHG_2012_07,AHG,201207.0,2012,7,0.0485829959514167,4.76,-3.59,1.48,3.91,-0.0087314749482405
AIO_2012_07,AIO,201207.0,2012,7,-0.0022988505747125,4.76,-3.59,1.48,3.91,-0.0087314749482405
AMP_2012_07,AMP,201207.0,2012,7,0.0415584415584415,4.76,-3.59,1.48,3.91,-0.0087314749482405
BKN_2012_07,BKN,201207.0,2012,7,-0.0404624277456647,4.76,-3.59,1.48,3.91,-0.0087314749482405
BLD_2012_07,BLD,201207.0,2012,7,0.13900235177621,4.76,-3.59,1.48,3.91,-0.0087314749482405
CCL_2012_07,CCL,201207.0,2012,7,0.0411061285500746,4.76,-3.59,1.48,3.91,-0.0087314749482405
CSL_2012_07,CSL,201207.0,2012,7,0.0832064941653982,4.76,-3.59,1.48,3.91,-0.0087314749482405
CSR_2012_07,CSR,201207.0,2012,7,-0.1107142857142855,4.76,-3.59,1.48,3.91,-0.0087314749482405
