yearmonth,year,month,smb,hml,rmw,cma,wml
201004,2010,4,3.8651032273999997,-0.8719709677,0.9795258070999997,2.2893612913999997,0.39847096819999983
201005,2010,5,-3.2565371015999998,1.8042402815999998,-3.6508833912,3.0091872775999997,-4.2533568892
201006,2010,6,-1.0498064062,1.2910946851999996,-0.013833157240000005,1.1715593103199997,-1.9064765928399998
201007,2010,7,-1.0758780324800001,-0.91463721346,1.0107678607200001,1.3237647447,0.4796216333600001
201008,2010,8,-0.06290872396000002,0.48120879116000004,-1.3224400089600001,0.26960753528000003,3.45370262376
201009,2010,9,1.4354525703199998,-0.8154960174,-1.32288196955,0.1623750903800001,-1.21217957999
201010,2010,10,1.4165024071599999,-2.3072881874799998,0.34690298103999995,0.8420879005399999,1.2976580264800002
201011,2010,11,1.11092534848,0.6846808069600001,-2.14680079028,1.6183593264800002,5.23128924984
201012,2010,12,2.2649906519000003,-2.72240086564,0.2302863326000002,-0.39432057471999993,0.14511266341999995
201101,2011,1,-0.8873508665900001,3.096332124,-0.40603184202,2.0517674323799997,0.4439570737099998
201102,2011,2,0.27919315181999993,-4.2809839619200005,2.49581029276,-0.6679956705200001,1.0994391423
201103,2011,3,-0.7639713568000001,-1.6687478223999999,2.2748974243999998,-1.4523882328,0.2883230108000001
201104,2011,4,-0.63025137634,-0.5544055048200001,2.46994862204,-0.67765504604,1.95798898928
201105,2011,5,-1.9974787557,2.06368474965,0.17051078475000003,0.9746008021000001,4.40470631915
201106,2011,6,-1.97726231512,-0.06262594263999999,3.41762454692,-0.86039109784,0.1467874106
201107,2011,7,1.2058380507500002,-1.05882234802,-2.02939109035,-0.68628081056,4.26460014779
201108,2011,8,-2.18853615196,-1.9016481152799998,3.82586661701,0.8442802357999999,1.0492002619999998
201109,2011,9,-0.10370923196000004,2.1916695642399997,1.71073305456,4.202858604719999,-3.7544545554399997
201110,2011,10,-2.61946331656,-0.89762013516,0.5636197539200003,0.2937092011600002,-1.0930726044
201111,2011,11,1.06593453795,-1.07340884145,1.6741792242499995,1.4959006093,5.711665504
201112,2011,12,-1.66109393455,1.1707562030000003,0.26298542720000007,0.37152323735000015,-0.12183044514999997
201201,2012,1,-2.21257121341,0.6135790162699999,-1.3723643883699999,-3.1959951108999998,-5.18193851554
201202,2012,2,2.9239672715600005,0.7702107992,-1.84576738184,-0.2034051403599999,-4.147041420800001
201203,2012,3,0.7156700627000001,-0.08497596655999995,2.38974812388,2.6393001330000003,5.6235262420600005
201204,2012,4,-1.97521859764,1.3086807617600003,1.6967779587799998,0.4429254760999999,1.9256557929199998
201205,2012,5,0.75165929941,3.9648257443400006,0.5044926498,1.9659997953200001,5.1684198641800005
201206,2012,6,-2.9852968304000003,1.1571013637999998,1.1189225785999999,0.7753135117999999,3.715079972199999
201207,2012,7,-3.50757077655,1.4010716316000003,0.7233498001,3.1244214317,3.75373456095
201208,2012,8,0.788224445,0.2568663242,-0.09056013939999996,-0.5299524316,2.0553091946
201209,2012,9,0.9491571103399998,1.56934346363,-0.74405007642,-1.89582473253,-1.12797496179
201210,2012,10,-0.5664366932,-0.6370167663999999,0.7645018300000002,1.3190595479999998,-0.1530391216
201211,2012,11,-2.66151471497,2.8702348749900004,-0.20406480719999998,0.5819211956899999,5.01925989555
201212,2012,12,1.7925828193200006,0.8583734589000003,0.6273324342800002,0.5268798148800002,-1.16072419104
201301,2013,1,1.5075851440599997,2.93620934964,0.5485087543,-0.92007696752,1.7573446205599996
201302,2013,2,-0.47397761531999993,1.4682588819599998,0.9422364972799999,2.09543941754,3.61281168104
201303,2013,3,-0.39883464403,-0.88173796276,0.8527719167599999,1.2075580284800003,6.411087667039999
201304,2013,4,-5.38439043296,2.1776774697600003,0.7095100312,3.5151176706400005,8.04029128264
201305,2013,5,2.3954689610399997,3.4162586803399986,-1.07521608458,-3.81523059428,-1.01074515494
201306,2013,6,-0.2613703505,1.600808625,-1.2600808625,3.556616711,3.7126652284999997
201307,2013,7,1.9455848193800005,-2.96030209234,1.0731990714800004,-1.48237800178,0.8576684749400003
201308,2013,8,1.1312249921800004,-1.7575444285,1.25243210074,-0.46466860386,0.93931373696
201309,2013,9,0.3359469323900002,-1.94189064298,0.0956687071400002,0.48011386754000007,1.4316156395300004
201310,2013,10,-2.31444257128,0.7068134880799999,4.36567228724,-0.11716543720000006,1.8348798738799994
201311,2013,11,-0.3316165952,1.8719599425000002,-2.3680972817,0.7127324748000001,5.474964234
201312,2013,12,0.8888936082800001,-1.19295149762,0.7873401884800002,-0.51254358496,3.478505813180001
201401,2014,1,3.9830240760800004,-1.2042222982,0.31723382339000006,1.0218007521800003,1.18517859074
201402,2014,2,-1.69539845737,-1.05876606682,1.1155784055200004,0.5475064262600002,1.8403598962999999
201403,2014,3,-0.26258323356,0.6494848723,1.0278961077099997,1.6391757956799995,-2.08671944528
201404,2014,4,-3.7205276200800004,2.54462905244,-0.48369548815999996,0.25104554792,-2.8864972548
201405,2014,5,-0.5415795687,1.58110634145,-0.9800686769,0.9532696638,1.4116900951
201406,2014,6,1.3248036102,0.77080785628,-0.15911358779999996,-0.09975689987999992,0.96866348268
201407,2014,7,0.12142857110000005,2.8088159577000003,-0.5453667955000001,-0.41402831419999997,-0.25238095260000004
201408,2014,8,2.07176382436,-0.08246015636000004,-0.9002674083000001,1.3137961274400003,-1.93748636198
201409,2014,9,2.2260031996,4.234243602,-2.3779947442,2.1939568102,-0.46589351
201410,2014,10,-4.468992618570001,-1.97410107914,2.1409789898800002,1.0575400345100001,2.35965474234
201411,2014,11,0.27548580836000003,2.35981627568,-2.28585561168,0.1095689552400001,5.15966317208
201412,2014,12,-2.035235308,0.8634235544000002,0.6977859051200002,-0.10969763511999997,4.735203606320001
201501,2015,1,-3.02388381952,4.71325536552,-4.489091376359999,-0.23050250612,5.35626012068
201502,2015,2,-0.41083290535999994,-3.18690836824,2.83457905664,-0.31097407576,0.45793891215999993
201503,2015,3,0.5922871359199999,1.12304951456,-1.60221116038,0.34731988424000004,6.6041917709
201504,2015,4,9.837391302870001,0.45391304328000004,-6.002608694970001,-2.8078260867100004,5.3130434774
201505,2015,5,8.98796685572,0.7080568971200003,-4.29113402128,1.4266905916400003,6.123847058720001
201506,2015,6,1.1352630201199996,-0.26163802108,-0.92017708336,1.7738463532400002,3.7594414046599995
201507,2015,7,-6.369893060799999,-2.86366876816,4.78053194192,1.8955305719999997,-5.6854949256000005
201508,2015,8,-1.02040565114,0.81610295146,-0.010325919709999964,-0.46945307035999995,-0.07154287312999996
201509,2015,9,2.9263409416,-0.2963181169600001,-1.43852639088,1.1518388017600003,4.68044650512
201510,2015,10,-1.27648964644,1.1427947599100001,1.1131708692199997,-0.11128327930000004,-3.34028736451
201511,2015,11,2.15006398806,-2.89596327808,1.5674502724,0.4910961197399999,3.9867784136999997
201512,2015,12,-0.11441281149999993,-2.6235765122499997,1.17460854065,1.2238078288999996,2.53250889635
201601,2016,1,-0.7015859153499999,-0.33114084474999994,1.60340563505,2.2105239452000003,-0.6912957744999999
201602,2016,2,-0.66190476194,3.18641456539,-1.9446778710500001,1.4263305319600001,-1.27843137252
201603,2016,3,-2.165600105,0.9115841722,1.4430978200800002,1.2472770024400002,-3.8347394553600003
201604,2016,4,1.7207106462399997,1.95077073765,0.4803866751599999,1.1805695620599996,-0.6399059438800001
201605,2016,5,0.4269884007500002,-2.0993095828,0.6066832364000001,-1.5919359292,3.6720657268999997
201606,2016,6,0.7358955017600002,0.9797010497600003,0.9211877182400001,-0.49288446016,3.46651763936
201607,2016,7,-3.79388194671,1.90247806478,1.4582212181300003,-0.17072055292,3.36358947154
201608,2016,8,1.3224700552800002,1.8930769223099997,-0.3392973118600001,-0.6396167155600001,-2.0010646789999997
201609,2016,9,1.33396854635,0.5756749680000002,-0.39927391845000004,0.6643066849499999,-1.1378715597
201610,2016,10,1.31515828082,2.81850781382,-0.5790621307599999,2.5779718885399996,-1.5712728225400001
201611,2016,11,-1.75376237644,0.9760797436399999,0.3038051916800002,0.3852930161599999,-4.473418518460001
201612,2016,12,0.879861802,1.2620315090000003,1.2000580429999999,0.5699944720000001,-0.669474848
201701,2017,1,-1.51637901436,3.1405946892200003,-0.59837187772,2.56684022882,2.78677943864
201702,2017,2,-1.45276014556,2.56302549332,-0.8228329865199999,-0.15353538004,-1.90552029112
201703,2017,3,-2.38794348562,-1.06034536894,1.6954264793199996,0.48851910052,1.9066352706099998
201704,2017,4,-1.5624347828,1.3008695660000003,-0.61140869552,-1.27610434792,0.59526956576
201705,2017,5,-0.8193959731,0.6956711414499999,-1.3010067115,0.6154026850499998,0.11372483254999999
201706,2017,6,-1.3196177848600001,-0.92251690064,4.00734529614,-0.86440457612,0.7917966727000001
201707,2017,7,-0.008043069569999894,2.43814198217,-1.33707274335,2.0529159897700002,1.2150494563
201708,2017,8,-0.9190985059200001,1.7911015457599997,-0.6258305898800001,1.0731007858,1.6292985576000003
201709,2017,9,1.5591172338,-1.8160964407,-0.43578517679999995,-0.4257099121,1.6195688220000002
201710,2017,10,1.74819627238,1.3191098655400002,-0.8467548547,-0.6424279943,2.34074416754
201711,2017,11,-1.5968450891400001,-0.81791166772,0.6691430458999998,-1.21243638766,1.2052920242799998
201712,2017,12,0.5850705121099999,-3.5575064091099997,1.4894358963199998,-0.46516025664999994,0.030782050820000073
201801,2018,1,-1.47342995175,1.1835748794999996,0.1594202899999999,-0.66183574875,0.9227053142499999
201802,2018,2,-0.3783624232,0.30543891128,2.1703516416800004,-0.47160805972,2.02530287376
201803,2018,3,1.49059360655,0.6875042395400002,0.45369341116999995,-0.37989302041000006,0.98230919705
201804,2018,4,-4.52367239224,2.23003302622,0.3669418763000001,0.9339696175800003,1.7338837526000002
201805,2018,5,0.7714040188700002,-2.69134056039,2.9131015332100003,-1.1801427815799999,0.96155473276
201806,2018,6,-1.29678798534,-0.5701691246799999,0.7704938435800002,0.07457718830000015,-1.3888946014799999
201807,2018,7,-2.77041851632,1.3373502884000001,-0.6717763424800001,0.5118180588800001,-0.91048445704
201808,2018,8,-1.31730165289,-3.06757851238,1.6714752065900003,-0.62128512397,0.3613264462699999
201809,2018,9,0.07563001899999988,3.171836055,-0.547632235,1.4126280799999997,-0.18573802299999997
201810,2018,10,0.5901651381199999,1.56872830004,0.5799717718499999,2.24149047386,-1.84604940041
201811,2018,11,-1.47452843081,-1.20336932749,-0.12841716790000002,-2.81095544003,-3.2080098413199996
201812,2018,12,-2.3682516297999996,1.2493227550499997,0.6999489945999999,-0.49208841015000004,1.0627429873499996
201901,2019,1,-4.5930930103000005,0.8839460648599999,0.6314584479200003,-0.028893780999999952,-0.43675839297999985
201902,2019,2,-1.1322194234399998,-0.16600055983999995,0.47475510759999984,-0.7965855024,-0.61351245456
201903,2019,3,-0.15300691432000013,1.28889798154,0.7444024264599998,0.02849160403999984,3.82987723858
201904,2019,4,-0.4563176589999999,-2.3793422355000002,-0.0435218074999999,0.016887341500000153,-0.2952265949999999
201905,2019,5,0.42489878579999973,-1.80405002913,2.2569115104,1.33072729963,6.11431608053
201906,2019,6,-4.16560102624,0.09464708383999998,1.52459147264,0.1735405673599999,3.191216312
201907,2019,7,1.39056425945,-3.57367130911,2.88593849834,-1.7120829709,-0.14550043491999998
201908,2019,8,1.6168055961500003,-3.0934444769200002,1.95545102624,-1.21550163733,2.4582881800100003
201909,2019,9,1.2894354720999996,0.3736612832599999,0.9012268485700001,-0.49234256922999997,-1.33843828718
201910,2019,10,-2.35447733236,-0.3276335544400001,1.5822769285999998,-1.6041553568800002,1.3971325450399998
201911,2019,11,-1.4496738971999998,-0.35614873810000003,2.1068378352,-0.40724804459999997,-0.7445034675
201912,2019,12,1.3602455036399999,0.9539737366199998,0.45097059649999993,-0.98065372538,1.8342292318299998
202001,2020,1,-1.4584533016799999,-3.04220107112,1.16723378976,-0.60406305764,3.9179535998400006
202002,2020,2,-1.9585101162699998,3.7100980982299996,-2.70058246435,0.23678724679999985,-3.2159104838499997
202003,2020,3,-2.56364696412,1.29264453523,-1.12678218628,2.05333765291,-2.8911676120100003
202004,2020,4,1.0031602189099997,-5.38250076062,6.03457203636,-3.3981495578499996,4.51104172902
202005,2020,5,5.51768433679,-8.543159633350001,7.006595584680001,-2.81430244776,0.44946989033000007
202006,2020,6,-2.9017397644,1.2316333969999995,-0.7574311525,-0.8350531836999999,2.9684263450999997
202007,2020,7,2.17793151334,-5.757382505,2.0352100381900002,-0.7526161097399999,7.230271733650001
202008,2020,8,0.3829657330099998,-3.8542058745100003,0.6477889584800001,-5.031197987710001,3.3352542836200003
202009,2020,9,3.0039364081700004,0.17945413574000013,-0.7827321328900001,-1.5690348900500002,0.7691812036099999
202010,2020,10,-0.42482112420999985,-0.10191368516999988,0.2714480412200002,0.42281090327000004,0.40262918833000017
202011,2020,11,-1.88609766019,1.8583795490000004,0.5911646156100001,1.4772622758000002,-8.022085758709999
202012,2020,12,1.2077252672999998,-2.4974136595600003,2.50356401115,-0.07851467103999998,5.8151519121
202101,2021,1,1.8309509469299998,0.7831968598099999,-4.34475343196,0.72274950863,5.87084891746
202102,2021,2,1.5681887853099998,4.77110103467,-1.70307829864,2.7985758079300003,-0.7265806616399999
202103,2021,3,-2.32852012627,4.26258747693,-0.20700736649000007,1.48196395683,-3.92480399892
202104,2021,4,2.01108024756,-1.5767978396300002,0.8672608028700002,-2.28068672867,6.537476853469999
202105,2021,5,-0.4262368930599999,1.2044582529800003,2.0701359231,2.02987184542,-2.36897864112
202106,2021,6,0.6440542703999999,-0.97944932162,0.10973663251999999,-1.72954908249,0.90093775015
202107,2021,7,1.3019482464599998,0.16115973494000002,3.6853813865999996,-2.2222734052,-0.9592575531599999
202108,2021,8,0.9421036128600002,-3.0829815951399997,-2.06664758012,-3.9483749148600005,6.456470347820001
202109,2021,9,2.7967735237699998,1.91119900214,-1.6412781018699998,-0.07370940840999995,1.3411740226999997
202110,2021,10,1.2632149479199999,-0.1882984364,-1.18143917304,-0.26469387767999997,0.42286509384000004
202111,2021,11,1.8624944018699998,-0.77818309063,3.87997200614,0.4470912658899999,-0.9788745800599999
202112,2021,12,0.17163175261999997,2.57396912774,4.09019845466,1.7863175293400002,-0.01543550199999999
202201,2022,1,-2.35577806266,10.6431322175,-2.2936813575,8.37660247916,-6.19542433172
202202,2022,2,-2.5423809520800003,2.48499999932,1.1476190472,2.4069047612400003,1.4111904757199998
202203,2022,3,-0.27047313555999997,-0.9328067361700001,0.6702325580599999,-1.6335364875399998,4.740224538620001
202204,2022,4,0.5596222719300001,5.489703413400001,-1.06280358142,4.21269725786,3.5532596529499996
202205,2022,5,-3.42675942784,3.9629219446399997,0.28299986144,2.15279810912,-0.254069848
202206,2022,6,-2.89872840794,4.17455654032,-0.8956742633,6.38626215836,-5.57989984113
