yearmonth,ticker,industry,ret,rmrf,smb,hml,rmw,cma,wml,pmc,winsor_ret,winsor_rmrf,winsor_smb,winsor_hml,winsor_rmw,winsor_cma,winsor_wml,winsor_pmc,ticker_encode,date,_Nobs,_R2,_adjR2,_b_winsor_rmrf,_b_winsor_smb,_b_winsor_hml,_b_winsor_rmw,_b_winsor_cma,_b_winsor_wml,_b_winsor_pmc,_b_cons
202101,ABC,206,-.14328358,.0055968342,.025690803,.015213263,-.036066242,.014608789,.066089787,-.026290873,-.14328358,.0055968342,.025690803,.015213263,-.036066242,.014608789,.066089787,-.026290873,ABC,2021m1,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202001,ABC,206,.05202312,.046083223,.026935395,.011097918,.053192265,.0354793,.080699466,.011249088,.05202312,.046083223,.026935395,.011097918,.053192265,.0354793,.080699466,.011249088,ABC,2020m1,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202109,ABC,206,-.058309037,-.024188785,.045690466,.036834721,.0013099505,.016985638,.031134471,-.090401106,-.058309037,-.024188785,.045690466,.036834721,.0013099505,.016985638,.031134471,-.090401106,ABC,2021m9,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202005,ABC,206,-.0036630037,.057367444,.041350443,-.099257998,.056239557,-.041969426,-.0093317013,-.052912232,-.0036630037,.057367444,.041350443,-.099257998,.056239557,-.041969426,-.0093317013,-.052912232,ABC,2020m5,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202111,ABC,206,-.03691275,.0065863109,.074333228,.047926456,.094508007,.0601792,.045919541,.053939618,-.03691275,.0065863109,.074333228,.047926456,.094508007,.0601792,.045919541,.053939618,ABC,2021m11,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202108,ABC,206,-.031073445,.019474242,.015629625,-.024621228,-.014457887,-.033275161,.070773296,-.078416556,-.031073445,.019474242,.015629625,-.024621228,-.014457887,-.033275161,.070773296,-.078416556,ABC,2021m8,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202008,ABC,206,.15384616,.032941971,-.015151849,-.057523564,-.012503617,-.069293484,.014371037,.0069082305,.15384616,.032941971,-.015151849,-.057523564,-.012503617,-.069293484,.014371037,.0069082305,ABC,2020m8,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202011,ABC,206,.091872789,.11615862,-.065595724,-.028150953,-.040823102,-.031962126,-.12695561,-.042715114,.091872789,.11615862,-.065595724,-.028150953,-.040823102,-.031962126,-.096586704,-.042715114,ABC,2020m11,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202004,ABC,206,.31884059,.10551772,-.048922099,-.11277871,.0013920193,-.092935197,-.013843284,-.0036791256,.25391155,.10551772,-.048922099,-.099257998,.0013920193,-.075081535,-.013843284,-.0036791256,ABC,2020m4,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202105,ABC,206,.031055901,.021741411,.0022735537,.018580506,.027237281,.026834641,-.017153865,.010989869,.031055901,.021741411,.0022735537,.018580506,.027237281,.026834641,-.017153865,.010989869,ABC,2021m5,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
202002,ABC,206,-.17582418,-.082078546,.010764377,.067450456,.0033436539,.032717351,-.0018096262,.0078413663,-.17582418,-.074468918,.010764377,.067450456,.0033436539,.032717351,-.0018096262,.0078413663,ABC,2020m2,24,.5607874414954027,.3686319471496414,2.086758544514099,.2357316770541837,2.690824237233963,.7421343690447024,-3.368754269519109,-.105179311203915,.4861308385255314,-.0417237343564106
201104,ABY1,54,.21621622,-.0047061536,-.057709854,-.056951396,-.026707854,-.05818389,-.03182745,-.037995584,.21621622,-.0047061536,-.057709854,-.056951396,-.026707854,-.05818389,-.03182745,-.037995584,ABY1,2011m4,32,.6823565251448829,.5897105116454737,.9410652141004823,1.345413027467663,.7035173746428327,-.7198408303821697,-3.645612780767841,.4485508186700766,.305537194371162,-.018142494482908
201106,ABY1,54,-.14124294,-.020286744,-.022538243,-.0033918798,.031410623,-.011369531,-.0012977463,.0046935659,-.14124294,-.020286744,-.022538243,-.0033918798,.031410623,-.011369531,-.0012977463,.0046935659,ABY1,2011m6,32,.6823565251448829,.5897105116454737,.9410652141004823,1.345413027467663,.7035173746428327,-.7198408303821697,-3.645612780767841,.4485508186700766,.305537194371162,-.018142494482908
201009,ABY1,54,.31818181,.047533561,-.062350761,-.084860243,-.089934103,-.075081535,-.088827081,.0024158945,.25391155,.047533561,-.062350761,-.084860243,-.061104979,-.075081535,-.088827081,.0024158945,ABY1,2010m9,32,.6823565251448829,.5897105116454737,.9410652141004823,1.345413027467663,.7035173746428327,-.7198408303821697,-3.645612780767841,.4485508186700766,.305537194371162,-.018142494482908
201109,ABY1,54,-.28099173,-.061074793,.091070056,.11402384,.10921448,.13413574,.054562602,-.046891425,-.22222222,-.061074793,.089790881,.10987329,.094508007,.089470416,.054562602,-.046891425,ABY1,2011m9,32,.6823565251448829,.5897105116454737,.9410652141004823,1.345413027467663,.7035173746428327,-.7198408303821697,-3.645612780767841,.4485508186700766,.305537194371162,-.018142494482908
201004,ABY1,54,-.018181818,-.0071051116,.023641355,-.023729388,-.0052144192,.0078839362,-.011024968,-.029948641,-.018181818,-.0071051116,.023641355,-.023729388,-.0052144192,.0078839362,-.011024968,-.029948641,ABY1,2010m4,32,.6823565251448829,.5897105116454737,.9410652141004823,1.345413027467663,.7035173746428327,-.7198408303821697,-3.645612780767841,.4485508186700766,.305537194371162,-.018142494482908
201207,ABY1,54,-.12765957,.034738209,-.066583402,-.017496979,-.024274198,-.00026348114,.0060296501,-.023024095,-.12765957,.034738209,-.066583402,-.017496979,-.024274198,-.00026348114,.0060296501,-.023024095,ABY1,2012m7,32,.6823565251448829,.5897105116454737,.9410652141004823,1.345413027467663,.7035173746428327,-.7198408303821697,-3.645612780767841,.4485508186700766,.305537194371162,-.018142494482908
201103,ABY1,54,.11278196,.0039486387,-.02402156,-.033069324,.0063671274,-.030905729,-.013498616,-.002837362,.11278196,.0039486387,-.02402156,-.033069324,.0063671274,-.030905729,-.013498616,-.002837362,ABY1,2011m3,32,.6823565251448829,.5897105116454737,.9410652141004823,1.345413027467663,.7035173746428327,-.7198408303821697,-3.645612780767841,.4485508186700766,.305537194371162,-.018142494482908
