year,ticker,ticker_year,scope1,scope2,total_emissions,energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int
2021,29M,29M_2021,12418.0,66697.0,79115.0,482231.0,,,,,,,,
2009,ABB1,ABB1_2009,89433.0,72922.0,162355.0,1889997.0,,,,,,,,
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2020,ABC,ABC_2020,2125121.0,207432.0,2332553.0,14286867.0,,,,,14.578589558894148,1.423008849557522,16.00159840845167,98.00965219180902
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2021,ABC,ABC_2021,2092331.0,197118.0,2289449.0,14175950.0,-32790.0,-10314.0,-43104.0,-110917.0,13.175058245702411,1.241219066809395,14.416277312511806,89.26358541653548
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2009,ABY1,ABY1_2009,90939.0,45322.0,136261.0,1833655.0,,,,,2.3396941949526475,1.1660521921688594,3.5057463871215067,47.176590451246405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2010,ABY1,ABY1_2010,83786.0,26550.0,110336.0,1650346.0,-7153.0,-18772.0,-25925.0,-183309.0,2.043665651167499,0.6475941450659668,2.691259796233465,40.25440327431405
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2011,ABY1,ABY1_2011,89473.0,22166.0,111639.0,2156212.0,5687.0,-4384.0,1303.0,505866.0,1.9291663701969204,0.4779307921024772,2.4070971622993977,46.49102720837619
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2012,ABY1,ABY1_2012,107175.0,37710.0,144885.0,2667221.0,17702.0,15544.0,33246.0,511009.0,2.158288593442266,0.7594034323182446,2.917692025760511,53.71245776057546
2013,ABY1,ABY1_2013,100243.0,36601.0,136844.0,2094919.0,-6932.0,-1109.0,-8041.0,-572302.0,1.9953660483419888,0.7285535422459936,2.7239195905879825,41.6999715354344
2013,ABY1,ABY1_2013,100243.0,36601.0,136844.0,2094919.0,-6932.0,-1109.0,-8041.0,-572302.0,1.9953660483419888,0.7285535422459936,2.7239195905879825,41.6999715354344
2013,ABY1,ABY1_2013,100243.0,36601.0,136844.0,2094919.0,-6932.0,-1109.0,-8041.0,-572302.0,1.9953660483419888,0.7285535422459936,2.7239195905879825,41.6999715354344
2013,ABY1,ABY1_2013,100243.0,36601.0,136844.0,2094919.0,-6932.0,-1109.0,-8041.0,-572302.0,1.9953660483419888,0.7285535422459936,2.7239195905879825,41.6999715354344
2013,ABY1,ABY1_2013,100243.0,36601.0,136844.0,2094919.0,-6932.0,-1109.0,-8041.0,-572302.0,1.9953660483419888,0.7285535422459936,2.7239195905879825,41.6999715354344
2013,ABY1,ABY1_2013,100243.0,36601.0,136844.0,2094919.0,-6932.0,-1109.0,-8041.0,-572302.0,1.9953660483419888,0.7285535422459936,2.7239195905879825,41.6999715354344
2013,ABY1,ABY1_2013,100243.0,36601.0,136844.0,2094919.0,-6932.0,-1109.0,-8041.0,-572302.0,1.9953660483419888,0.7285535422459936,2.7239195905879825,41.6999715354344
2014,ABY1,ABY1_2014,81805.0,6011.0,87816.0,1592253.0,-18438.0,-30590.0,-49028.0,-502666.0,2.4507924143922826,0.1800832858983193,2.6308757002906016,47.70223793403037
2014,ABY1,ABY1_2014,81805.0,6011.0,87816.0,1592253.0,-18438.0,-30590.0,-49028.0,-502666.0,2.4507924143922826,0.1800832858983193,2.6308757002906016,47.70223793403037
2014,ABY1,ABY1_2014,81805.0,6011.0,87816.0,1592253.0,-18438.0,-30590.0,-49028.0,-502666.0,2.4507924143922826,0.1800832858983193,2.6308757002906016,47.70223793403037
2014,ABY1,ABY1_2014,81805.0,6011.0,87816.0,1592253.0,-18438.0,-30590.0,-49028.0,-502666.0,2.4507924143922826,0.1800832858983193,2.6308757002906016,47.70223793403037
