yearmonth,year,month,29M,ARI,ABB1,ABC,ABY1,AIS,AGL,ALK,AQZ,AMP,ALD,ALG,AOE,AHY,AIO,AGO,AMI,AZJ,AST,AQC,AHG,BPT,BGA,BHP,BIN,BSL,BLD,B2Y,BKN,BKW,BRS,CAA,CBH1,CEY,CTP,CHC,CIM,CWY,CCL,CGJ,CBA,CWN,CSL,CSR,CDU,CEP,CER,CRG,DCN,DJS,DXS,DOW,APE,ENV1,EPW,EVT,EVN,ESG,ELD,ENE1,FMG,FGL1,FXJ,FLX1,FML,GCY,GFF,GNC,GRR,GCL,GNS,HVN,HSO,HGO,HRL,IGO,ILU,IMA,IPL,ING,IVA,IGR,IPG2,JBH,KZL,LLC,LAU,AEJ
201703,2017,03,,64.62,1615.7,3690.03,134.75,5.88,17651.2,141.46,86.43,15321.07,7691.3,,3435.68,965.31,8905.27,274.56,94.79,10771.66,6071.31,48.33,1366.29,1492.08,965.98,77208.75,,7035.93,6846.41,,678.51,2188.87,763.56,83.49,258.79,2433.98,86.64,2278.2,11650.44,1909.12,8262.04,18305.47,148038.3,8602.33,57049.82,2275.21,143.91,,731.65,821.17,398.84,2143.18,9456.84,3443.33,1734.7,2362.8,330.29,2055.82,3533.88,862.79,516.92,1365.45,19398.95,10457.03,2356.96,3324.93,78.58,181.04,1310.22,2080.3,225.68,774.29,135.74,5042.14,3940.81,18.04,20.93,2100.55,3190.5,45.7,6343.76,1220.58,157.75,467.22,4561.34,2826.21,95.87,9090.45,104.74,6.29
201704,2017,04,,64.62,1615.7,3845.95,134.75,5.6,17816.57,126.3,83.99,15776.68,7790.41,,3435.68,984.5,8905.27,148.18,81.86,10566.48,6305.52,44.27,1236.95,1376.84,915.62,76181,,6662.99,7221.55,,676.42,2196.33,763.56,81.11,258.79,2433.98,86.64,2340.11,12007.12,2022.97,7154.84,18305.47,151190.5,9070.18,60231.68,2471.96,143.91,,731.65,821.17,338.41,2143.18,9873.06,3496.85,1532.41,2362.8,306.79,2071.76,3853.61,862.79,506.67,1365.45,16534.26,10457.03,2437.44,3324.93,74.93,190.47,1310.22,2041.39,190.96,774.29,135.74,4663.7,3836.65,17.52,22.49,1912.8,3517.08,53.76,6394.38,1190.16,157.75,467.22,4561.34,2825.06,95.87,9353.01,110.97,6.29
201705,2017,05,,64.62,1615.7,3596,134.75,5.74,17337.52,123.78,110.77,14782.63,8622.39,,3435.68,760.37,8905.27,129.66,81.86,11284.59,6107.34,44.27,974.97,1180.5,904.94,76759.13,600.28,6509.18,8030.46,,676.42,2139.67,763.56,62.02,258.79,2433.98,77.98,2650.27,13132.28,2102.61,7131.93,18305.47,137784,9320.55,58724.55,2103.68,120.25,,731.65,821.17,389.34,2143.18,10056.97,3806.1,1421.73,2362.8,306.79,2087.82,4055.54,862.79,589.79,1365.45,15101.91,10457.03,2862.85,3324.93,84.98,179.16,1310.22,2361.79,179.39,774.29,135.74,4196.21,3506.8,16.04,24.86,2100.55,3822.74,61.83,5770.12,1254.8,157.75,467.22,4561.34,2645.42,95.87,9528.05,99.29,6.29
201706,2017,06,,64.62,1615.7,3661.03,134.75,5.6,16727.84,118.73,118.07,15167.75,8244.22,,3435.68,798.39,8905.27,138.92,79.71,10997.35,6263.98,39.39,1110.94,1077.44,993.44,74767.88,645.65,7434.72,8147.7,,676.42,2056.17,763.56,62.02,258.79,2433.98,58.48,2561.77,12594.02,2190.22,7047.93,18305.47,143250.4,8813.99,62639.39,2133.95,94.63,,731.65,821.17,399.43,2143.18,9640.84,3812.04,1595.39,2362.8,301.99,2130.86,4055.54,862.79,609.15,1365.45,16254.02,10457.03,2529.42,3324.93,78.58,164.07,1310.22,2167.26,138.88,774.29,135.74,4251.87,3836.65,19.09,19.53,1848.25,3634.32,53.76,5753.25,1281.42,157.75,467.22,4561.34,2674.03,95.87,9714.76,109.53,6.29
201707,2017,07,,64.62,1615.7,3654.53,134.75,7.71,15805.38,171.77,131.46,15730.53,8121.64,,3435.68,722.35,8905.27,194.55,81.86,10299.76,5902.95,34.46,1270.12,1274.19,1205.64,83021.94,704.98,7395.45,8112.53,,676.42,1968.2,763.56,66.8,258.79,2433.98,56.32,2417.38,13430.59,2079.39,6256.81,18305.47,144841.9,8762.14,57073.42,1977.56,138,,731.65,821.17,396.4,2143.18,9539.15,3782.31,1734.36,2362.8,314.18,2096.07,3735.81,862.79,592.07,1365.45,17873.19,10457.03,2276.48,3324.93,87.72,150.87,1310.22,1997.91,167.81,774.29,135.74,4864.05,3610.96,20.29,19.78,1766.11,3776.68,54.24,5398.94,1292.83,157.75,467.22,4561.34,2976.1,95.87,9831.46,122.68,6.29
201708,2017,08,,64.62,1615.7,3739.06,134.75,9.67,15733.24,202.09,144.31,14884.18,8708.46,,3435.68,849.99,8905.27,194.55,79.71,10176.65,6282.04,49.23,1061.19,1255.45,1275.03,87935.81,732.9,6099.28,7819.45,,676.42,1984.6,763.56,66.8,258.79,2433.98,77.63,2640.96,13634.88,2287,6064.23,18305.47,131282.3,7990.63,58152.75,2038.1,175.45,,731.65,821.17,451.36,2143.18,9756.91,4234.28,1518.52,2362.8,357.43,1955.8,4095.88,862.79,534,1365.45,18713.92,10457.03,2218.99,3324.93,77.67,181.04,1310.22,1975.02,144.67,774.29,135.74,4541.26,3020.71,19.79,20.76,1977.34,3965.09,54.27,5618.28,1403.1,157.75,467.22,4561.34,2650.51,95.87,9673.92,110.99,6.29
201709,2017,09,,64.62,1615.7,3791.09,134.75,10.23,15326.63,166.91,149.2,14096.19,8372.02,,3435.68,839.12,8905.27,157.54,109.87,10022.9,6101.52,49.23,1100.99,1545.9,1263.92,82797.06,767.8,6204.8,7936.68,,676.42,2014.42,763.56,64.41,258.79,2433.98,68.45,2501.22,14335.27,2192.47,5823.17,18305.47,130329.7,7790.86,60628.42,2385.38,145.88,,731.65,821.17,409.29,2143.18,9665.34,4026.14,1451.66,2362.8,344.9,2004.1,3740.46,862.79,552.22,1365.45,16004.91,10457.03,2173,3324.93,73.1,184.82,1310.22,1867.46,150.45,774.29,135.74,4320.85,2900.52,24.32,18.8,2030.14,3977.65,49.7,6073.81,1425.91,157.75,467.22,4561.34,2632.67,95.87,10464.97,110.99,6.29
201710,2017,10,,64.62,1615.7,4038.19,134.75,10.93,16572.7,149.3,188.83,14504.78,8935.37,,3435.68,803.82,8905.27,157.61,105.56,10495.99,6390.35,54.16,1074.46,2218.47,1360.15,85237.94,711.95,7214.39,8382.16,,676.42,2120.1,763.56,66.8,258.79,2433.98,62.1,2701.51,15677.68,2394.33,6086.09,18305.47,136064.3,7997.52,62878.84,2390.42,132.08,,731.65,821.17,432.27,2143.18,9940.04,4156.97,1434.47,2362.8,349.74,2135.59,3994.33,862.79,577.27,1365.45,14448.02,10457.03,2529.42,3324.93,71.27,173.5,1310.22,1945.27,190.96,774.29,135.74,4209.49,3406.78,34.82,29.3,2353.16,3931.6,48.56,6444.99,1349.86,157.75,467.22,4561.34,2630.37,95.87,9466.37,121.66,6.29
201711,2017,11,,64.62,1615.7,4168.24,134.75,10.51,16389.07,172.07,195,14913.36,8883.2,,3435.68,830.98,8905.27,167.03,123.02,10615.63,6769.44,49.23,1227,2389.13,1426.77,87678.88,952.31,7623.38,8815.93,,676.42,2091.72,763.56,66.8,258.79,2433.98,57.97,2939.05,16546.67,2354.43,5878.92,18305.47,139219.2,8507.27,64828.17,2314.77,132.08,,731.65,821.17,504.32,2143.18,10540.3,4168.86,1493.68,2362.8,347.17,2044.48,4129.97,862.79,793.86,1365.45,14323.46,10457.03,1621.13,3324.93,62.13,154.64,1310.22,1741.59,237.25,774.29,135.74,4465.63,3450.23,34.1,29.43,2464.66,3885.54,77.12,6731.81,1342.26,157.75,467.22,4561.34,2711.99,95.87,9285.33,118.73,6.29
201712,2017,12,,64.62,1615.7,4239.77,134.75,16.81,15975.89,167.01,224.62,15146.84,8880.6,,3435.68,814.68,8905.27,287.67,141.74,9968.81,6516.71,39.39,1207.11,2833.81,1337.95,94969.38,1055.46,8562.34,9132.45,,676.42,2221.7,763.56,71.57,258.79,2433.98,67.16,2803.98,16682.86,3050.31,6300.96,18305.47,140814.2,8968.79,63905.79,2400.51,118.28,,731.65,821.17,576.37,2143.18,9919.69,4121.29,1522.34,2362.8,363.88,2129.29,4485.42,862.79,945.56,1365.45,15195.32,10457.03,1793.59,3324.93,58.48,184.75,1310.22,1874.33,248.83,774.29,135.74,4643.8,3650.12,48.93,59.21,2793.28,4258.18,76.41,6577.64,1300.43,157.75,467.22,4561.34,2864.77,95.87,9548.13,120.2,6.29
201801,2018,01,,64.62,1615.7,4220.26,134.75,18.22,15372.54,151.83,212.28,15321.95,9068.38,,3435.68,882.57,8905.27,222.71,261.04,9389.39,6126.31,46.77,1187.21,2959,1304.64,96992.69,1059.6,8063.28,9378.64,,676.42,2123.09,763.56,73.95,258.79,2433.98,64.34,2748.08,15285.32,2938.47,6204.71,18305.47,138237.7,9127.23,66221.38,2541.71,92.66,,731.65,821.17,564.01,2143.18,9695.86,3996.4,1559.17,2362.8,406.31,2175.83,4823.95,862.79,907.37,1365.45,15444.43,10457.03,1632.63,3324.93,61.22,210.83,1310.22,1693.53,225.68,774.29,135.74,5033.57,3354.63,54.05,81.41,2951.72,4237.25,70.3,6290.92,1277.62,157.75,467.22,4561.34,3357.54,95.87,9250.29,127.53,6.29
201802,2018,02,,64.62,1615.7,4278.79,134.75,19.62,14336.33,146.77,215.99,15438.68,9172.7,,3435.68,733.22,8905.27,213.43,325.23,9168.7,6144.38,56.62,1230.32,3027.29,1269.48,97956.19,1059.6,9080.92,9155.9,,676.42,2251.58,763.56,81.11,258.79,2433.98,67.17,2724.79,15175.08,3111.32,6441.64,18305.47,133890.9,9299.44,73796.94,2607.27,90.68,,731.65,821.17,541.37,2143.18,9461.86,4121.29,1649.09,2362.8,462.89,2151.46,4840.87,862.79,799.73,1365.45,15693.54,10457.03,1736.1,3324.93,58.48,193.44,1310.22,1823.98,231.47,774.29,135.74,4465.63,3285.11,51.2,83.88,2975.19,4350.3,64.19,6350.16,1406.9,157.75,467.22,4561.34,2980.78,95.87,10424.1,123.13,6.29
201803,2018,03,,64.62,1615.7,4044.69,134.75,36.43,14218.28,149.3,209.81,14563.14,8189.45,,3435.68,695.2,8905.27,185.59,325.23,8418.24,6054.03,49.23,1164,2765.53,1252.82,90601.5,1158.94,8352.06,8722.14,,676.42,2318.81,763.56,79.25,258.79,2433.98,88.39,2668.9,14419.57,2938.47,6277.07,18305.47,127254.2,8741.47,70329.75,2612.32,92.66,,731.65,821.17,605.18,2143.18,9482.21,3812.04,1626.13,2362.8,466.75,2236.56,5128.61,862.79,863.39,1365.45,13482.74,10457.03,1552.15,3324.93,50.26,236.91,1310.22,1938.41,196.75,774.29,135.74,4111.35,3366.33,47.79,72.78,2699.39,4421.47,90.44,5830.42,1292.83,157.75,467.22,4561.34,2965.14,95.87,10108.75,120.2,6.29
201804,2018,04,,64.62,1615.7,4187.75,134.75,42.03,14251.07,141.71,209.86,11790.6,8090.34,,3435.68,706.06,8905.27,278.39,329.51,8955.58,6216.68,43.33,1120.89,3596.33,1315.74,99401.5,1095.29,9106.95,8065.63,,676.42,2390.53,763.56,67.24,258.79,2433.98,102.53,2748.08,14717.88,3228.14,6725.95,18305.47,126391.9,8927.46,77070.44,2844.3,92.66,,731.65,821.17,586.66,2143.18,9655.17,4085.61,1681.61,2362.8,439.19,2231.74,5433.28,862.79,916.62,1365.45,14198.91,10457.03,1644.12,3324.93,51.17,226.04,1310.22,2034.53,202.53,774.29,135.74,3921.95,4227.47,54.05,78.94,3033.88,4958.98,85.27,6312.14,1425.91,157.75,467.22,4561.34,2952.5,95.87,10413.68,111.78,6.29
201805,2018,05,,64.62,1615.7,4261.5,134.75,36.43,14493.73,141.71,212.95,11382.02,7673.04,,3435.68,719.64,8905.27,287.67,513.53,8577.45,5873.31,36.19,921.91,3733.58,1341.65,105310.9,1116.04,9562.23,7350.51,,676.42,2327.78,763.56,69.64,258.79,2433.98,123.74,2967,13365.74,3319.8,6429.11,18305.47,121957.1,9156.78,84078.5,2531.63,92.66,,731.65,821.17,592.83,2143.18,10060.07,4174.81,1597.43,2362.8,395.02,2287.94,5517.91,862.79,1024.26,1365.45,14603.7,10457.03,1632.63,3324.93,51.17,249.95,1310.22,1833.13,219.89,774.29,135.74,4011.08,4088.3,54.62,103.61,2840.36,4726.87,100.03,5714.14,1505.76,157.75,467.22,4561.34,2756.05,95.87,10849.23,111.78,6.29
201806,2018,06,,64.62,1615.7,4521.74,134.75,44.84,14742.94,116.4,238.95,10389.74,8486.77,,3435.68,757.66,8905.27,399.02,487.85,8617.25,5801.02,29.54,945.13,3995.38,1371.26,108908.1,1111.89,9496.2,7655.32,87.68,676.42,2336.74,763.56,72.04,258.79,2433.98,102.53,3036.87,13715.94,3441.99,6660.79,18305.47,128239.7,9294.48,87141.25,2314.77,92.66,,731.65,821.17,586.66,2143.18,9876.98,4032.08,1631.87,2362.8,379.63,2149.86,5941.07,862.79,979.12,1365.45,13669.57,10457.03,1724.61,3324.93,45.69,215.18,1310.22,1757.61,202.53,774.29,135.74,3699.11,3844.74,47.32,91.28,3016.55,4718.43,114.33,6029.75,1452.53,157.75,467.22,4561.34,2587.18,95.87,11444.26,111.78,6.29
201807,2018,07,,64.62,1615.7,4476.2,134.75,64.45,14421.59,111.34,234.62,9922.78,8491.99,,3435.68,380.19,8905.27,389.74,492.13,9055.09,5891.38,43.08,905.33,4349.13,1352.75,111959.2,1149.23,9657.82,7796,89.93,676.42,2327.78,763.56,69.64,258.79,2433.98,91.93,3116.05,15671.19,3788.92,6935.91,18305.47,131618.6,9280.18,88946.44,2138.27,92.66,,731.65,821.17,648.74,2143.18,10253.34,4388.9,1641.43,2362.8,378.02,2212.53,4722.39,862.79,869.8,1365.45,13607.29,10457.03,1862.57,3324.93,45.69,193.44,1310.22,1695.82,196.75,774.29,135.74,3955.37,3792.55,49.05,98.68,2656.37,4832.38,123.85,6235.22,1395.49,157.75,467.22,4561.34,2739.97,95.87,11559.87,122.07,6.29
201808,2018,08,,64.62,1615.7,4189.93,134.75,81.27,13628.04,101.22,277.33,9747.68,7879.09,,3435.68,434.5,8905.27,404,534.92,8358.54,5945.6,38.9,782.63,4417.44,1448.98,106659.9,1862.97,9466.41,8206.31,71.17,676.42,2611.65,763.56,72.04,258.79,2433.98,88.39,3316.33,15979.23,3921.33,6798.36,18305.47,125371.1,9761.38,102835.2,2173.57,92.66,,731.65,821.17,521.84,2143.18,10904.35,4591.1,1543.87,2362.8,385.69,2440.52,4496.18,862.79,770.19,1365.45,11956.98,10457.03,2023.54,3324.93,38.38,152.09,1310.22,1787.36,266.19,774.29,135.74,4011.08,3809.95,50.82,83.88,2526.61,3916.55,123.85,6409.23,1391.69,157.75,467.22,4561.34,3032.92,95.87,11766.6,117.66,6.29
201809,2018,09,,64.62,1615.7,4020.77,134.75,91.14,12788.58,121.46,307.04,9309.9,7798.23,,3435.68,393.76,8905.27,413.62,632.09,8179.43,5873.31,36.68,732.89,4872.84,1449.26,111220.5,1828.04,9303.59,8100.8,68.58,676.42,2617.63,763.56,74.44,258.79,2433.98,99,3334.96,16653.68,3836.28,7066.23,18305.47,125670.3,9410.79,91094.31,1901.24,92.66,,731.65,821.17,499.44,2143.18,10741.59,4692.2,1511.34,2362.8,430.38,2376.3,4496.95,862.79,821.15,1365.45,12206.08,10457.03,1897.07,3324.93,31.07,147.11,1310.22,1807.96,260.4,774.29,135.74,4152.64,3653.38,52.55,83.88,2751.6,4199.32,119.09,6488.25,1475.34,157.75,467.22,4561.34,2893.91,95.87,11289.96,113.25,6.29
201810,2018,10,,64.62,1615.7,3688.96,134.75,78.61,11804.85,113.87,296.75,7255.45,7370.5,,3435.68,380.19,8905.27,432.85,636.42,8358.54,6180.53,36.19,598.58,4007.57,1272.39,103448.2,1391.4,7765.2,6576.77,57.84,676.42,2520.3,763.56,67.24,258.79,2433.98,99,3213.86,15333.96,3675.1,7174.83,18305.47,122553.8,8547.13,85156.06,1780.21,92.66,,731.65,821.17,536.23,2143.18,10375.4,4115.34,1406.12,2362.8,417.61,2154.72,5056.95,862.79,844.32,1365.45,12455.19,10457.03,1471.66,3324.93,31.98,72.14,1310.22,1885.77,254.61,774.29,135.74,3763.36,3673.85,50.82,86.35,2385.51,3404.51,119.09,6357.84,1482.95,157.75,467.22,4561.34,2642.32,95.87,10063.72,109.34,6.29
201811,2018,11,,64.62,1615.7,3370.16,134.75,91.14,12336.06,106.28,305.47,7137.95,7180.11,717.16,3435.68,355.75,8905.27,432.85,620.53,8378.44,5584.16,33.57,540.55,3472.47,1263.87,98566.44,1292.43,6031.16,5978.89,51.57,676.42,2442.52,763.56,62.44,258.79,2433.98,106.07,3255.78,13164.71,3470.93,6255.36,18305.47,126094.3,7959.89,80354.69,1512.92,92.66,,731.65,821.17,467.93,2143.18,10639.88,3728.79,1312.38,2362.8,431.75,2186.93,5328.8,862.79,788.73,1365.45,12447.59,10457.03,1517.65,3324.93,34.72,46.89,1310.22,1670.65,214.11,774.29,135.74,3727.97,3935.03,49.09,54.27,2243.82,3408.73,114.33,6129.61,1669.27,157.75,467.22,4561.34,2661.85,95.87,7180.99,106.39,6.29
201812,2018,12,,64.62,1615.7,2778.11,134.75,82.03,13510,98.69,296.75,7196.7,6645.45,709.96,3435.68,496.96,8905.27,432.85,590.16,8517.75,5679.89,37.86,517.33,3064.24,1050.74,100836.4,1080.01,5859.85,5791.31,28.87,676.42,2490.71,763.56,57.63,258.79,2433.98,110.05,3456.06,14075.86,3400.28,5929.55,18305.47,128147.7,8031.09,83869.63,1417.11,92.66,,731.65,821.17,563.53,2143.18,10802.63,4020.19,1147.86,2362.8,397.62,2187.69,6262.19,862.79,858.07,1365.45,12943.27,10457.03,1517.65,3324.93,31.98,69.57,1310.22,2098.6,231.47,774.29,135.74,3727.97,3882.79,49.09,46.87,2255.62,3218.65,105.3,5284.68,1570.4,157.75,467.22,4561.34,2543.52,95.87,6557.6,113.77,6.29
201901,2019,01,,64.62,1615.7,2908.23,134.75,97.98,14047.77,98.69,286.77,6638.59,7000.15,650,3435.68,488.81,8905.27,432.85,711.66,8756.56,6026.89,37.86,515.67,4100.84,1080.57,102603.9,1216.83,6641.24,5803.04,33.68,676.42,2466.74,763.56,57.63,258.79,2433.98,102.95,3833.34,14529.81,3686.19,6081.59,18305.47,123757.5,8092.04,88201.19,1472.58,92.66,,731.65,821.17,586.07,2143.18,11677.41,4252.12,1228.21,2362.8,385.15,2174.82,6805.25,862.79,730.78,1365.45,17396.14,10457.03,1517.65,3324.93,37.46,69.57,1310.22,2174.13,254.61,774.29,135.74,3975.71,4109.14,42.73,39.97,2586.29,3674.84,153.16,5315.15,1749.12,157.75,467.22,4561.34,2569.94,95.87,6895.91,107.86,6.29
201902,2019,02,,64.62,1615.7,3096.91,134.75,82.03,13910.05,103.75,327.92,6932.33,7459.18,779.52,3435.68,518.68,8905.27,432.85,763.73,8995.38,6337.37,28.02,762.73,4738.75,1014.5,109674,972.59,7180.01,5838.2,25.66,676.42,2752.81,763.56,55.23,258.79,2433.98,95.99,4098.84,16261.33,4431.59,5770.27,18305.47,130909.3,7760.23,87771.38,1694.48,92.66,,731.65,821.17,636.51,2143.18,12226.7,4424.59,1480.73,2362.8,444.89,2125.07,6126.42,862.79,723.77,1365.45,18658.52,10457.03,1517.65,3324.93,47.51,50.5,1310.22,2231.34,295.12,774.29,135.74,4247.05,4335.49,48.51,44.41,2881.53,3873.37,168.74,5411.49,1536.18,157.75,467.22,4561.34,2492.97,95.87,7262.41,115.25,6.29
201903,2019,03,,64.62,1615.7,2932.75,134.75,72.91,14277.31,139.18,331.66,6187.63,6835.84,544.47,3435.68,486.09,8905.27,432.85,772.41,9055.09,6483.47,28.78,580.34,4693.19,974.01,113385.8,1011.53,7438.61,5381,24.84,676.42,2594.05,763.56,62.97,258.79,2433.98,99.54,4783.53,15648.49,4533.7,6262.59,18305.47,125049.8,7794.09,88326.25,1674.3,92.66,,731.65,821.17,548.48,2143.18,12959.09,4567.32,1406.12,2362.8,481.76,2192.68,6211.27,862.79,708.6,1365.45,21891.42,10457.03,1517.65,3324.93,47.51,51.53,1310.22,2100.89,318.27,774.29,135.74,4742.54,4231.02,46.2,44.41,2869.72,3801.56,165.02,5010.05,1661.66,157.75,467.22,4561.34,2866.34,95.87,6983.94,109.34,6.29
201904,2019,04,,64.62,1615.7,2821.96,134.75,52.41,14578.98,121.46,326.34,6688.53,6794.52,614.02,3435.68,499.67,8905.27,432.85,646.57,9473.01,6483.47,27.77,795.9,4852.67,1081.49,110174.8,1114,7097.06,5685.8,32.91,676.42,2451.76,763.56,60.55,258.79,2433.98,106.94,4569.27,16404,4600.14,6371.19,18305.47,131918.3,8999.43,89972.19,1785.78,92.66,,731.65,821.17,444.66,2143.18,12714.96,4603,1660.56,2362.8,438.41,2108.97,5413.65,862.79,705.09,1365.45,22014.58,10457.03,1517.65,3324.93,48.43,46.22,1310.22,2059.7,306.69,774.29,135.74,4919.5,4265.85,50.24,51.81,2633.53,3650.39,189.29,5411.49,1673.27,157.75,467.22,4561.34,2960.55,95.87,7502.94,106.87,6.29
201905,2019,05,,64.62,1615.7,2678.58,134.75,32.81,13477.2,177.13,331.36,6393.88,6589.76,578.05,3435.68,475.23,8905.27,432.85,538.08,10308.86,6501.74,27.26,971.66,4135.02,1008.82,111235.3,1219.78,5505.31,6365.75,32.91,676.42,2442.78,763.56,55.7,258.79,2433.98,96.25,4816.13,14643.3,4559.25,6899.71,18305.47,138981.6,8484.79,93109.63,1991.23,92.66,,731.65,821.17,357.76,2143.18,14059.51,4240.23,1980.05,2362.8,482.92,2060.67,6567.66,862.79,661.9,1365.45,24785.65,10457.03,1517.65,3324.93,47.51,39.19,1310.22,1766.76,300.91,774.29,135.74,4907.7,4301.63,51.4,61.68,2633.53,4115.14,228.43,5266.97,1561.05,157.75,467.22,4561.34,3230.52,95.87,8038.86,102.42,6.29
201906,2019,06,,64.62,1615.7,2632.96,134.75,30.08,13123.05,230.27,323.83,6246.56,6180.24,503.69,3435.68,491.53,8905.27,432.85,429.6,10746.69,6848.74,26.25,928.54,4522.32,1021.65,121251.2,1494.15,6256.67,6002.33,24.68,676.42,2439.78,763.56,48.44,258.79,2433.98,96.3,5044.36,14516.85,4763.7,7399.27,18305.47,146540.5,8430.62,97424.75,1951.31,92.66,,731.65,821.17,119.63,2143.18,14237.23,4115.34,1874.83,2362.8,469.14,2012.4,7399.23,862.79,726.36,1365.45,27772.25,10457.03,1517.65,3324.93,45.69,39.19,1310.22,1823.98,300.91,774.29,135.74,4801.53,4301.63,42.16,56.74,2787.05,4550.31,228.43,5475.72,1494.15,157.75,467.22,4561.34,2969.74,95.87,7333.7,102.42,6.29
201907,2019,07,,64.62,1615.7,2307.1,134.75,34.63,13752.64,194.85,360.23,5274.21,6732.1,563.65,3435.68,526.83,8905.27,432.85,442.62,11463.14,6549.41,19.44,1034.66,4854.12,946.84,120072.8,1582.16,6760.7,6049.22,26,676.42,2508.68,763.56,58.13,258.79,2433.98,107,5272.59,11896.88,4948.93,7688.88,18305.47,145690.8,8031.09,104049.6,2006.66,92.66,,731.65,821.17,188.47,2143.18,14390.79,4293.75,2142.66,2362.8,454.27,2004.35,8519.29,862.79,1043.97,1365.45,25647.76,10457.03,1517.65,3324.93,67.62,39.19,1310.22,1963.58,289.33,774.29,135.74,5179.04,4301.63,41.58,56.74,3176.98,4064.44,247.87,5588.13,1509.02,157.75,467.22,4561.34,3456.84,95.87,8208.1,100.93,6.29
201908,2019,08,,64.62,1615.7,2013.82,134.75,30.99,12434.44,207.5,319.26,5682.89,5982.97,494.1,3435.68,529.54,8905.27,432.85,451.3,11761.66,6641.66,11.86,1124.2,5583.38,854.94,106904.9,1486.11,6420.33,4982.4,26.65,676.42,2400.84,763.56,53.28,258.79,2433.98,149.8,5892.07,10051.87,4233.17,7869.88,18305.47,139937.5,8132.67,109175.8,1935.85,92.66,,731.65,821.17,252.3,2143.18,14149.48,4585.16,2778.84,2362.8,610.7,2071.97,8811.8,862.79,970.31,1365.45,24631.7,10457.03,1517.65,3324.93,62.13,39.19,1310.22,1828.56,260.4,774.29,135.74,5167.25,4301.63,36.89,59.21,3212.41,3020.87,213.85,5154.57,1178.22,157.75,467.22,4561.34,3779.66,95.87,9624.07,106.87,6.29
201909,2019,09,,64.62,1615.7,1987.76,134.75,25.06,12519.47,369.45,289.1,6271.79,6572.29,465.31,3435.68,529.54,8905.27,432.85,397.41,11741.76,6697,6.56,1221.31,5765.69,968.21,108171.6,1446.37,6188.79,5662.36,26.33,676.42,2643.47,763.56,55.7,258.79,2433.98,130.03,5426.3,10197.78,3995.34,7710.59,18305.47,143088.5,8159.75,106061.1,2098.51,92.66,,731.65,821.17,312.26,2143.18,13085.52,4638.68,3558.76,2362.8,605.7,2171.78,7707.2,862.79,895.23,1365.45,27094.88,10457.03,1517.65,3324.93,53,39.19,1310.22,1810.25,271.97,774.29,135.74,5644.41,4301.63,37.48,54.27,3804.73,3375.77,262.45,5443.61,1170.79,157.75,467.22,4561.34,3906.04,95.87,9912.23,106.87,6.29
201910,2019,10,,64.62,1615.7,2007.31,134.75,25.52,12837.91,361.86,317.21,6306.15,6809.5,575.65,3435.68,518.68,8905.27,432.85,410.51,11693.04,6826.14,8.83,1221.31,5218.75,767,105903.3,1569.08,6821.01,5896.82,26.98,676.42,2711.65,763.56,55.7,258.79,2433.98,119.2,5263.28,10686.21,3784.87,7348.59,18305.47,139247.1,8437.39,116203.9,2034.62,92.66,,731.65,821.17,332.55,2143.18,13129.4,4787.36,3144.86,2362.8,603.19,2112.22,7026.65,862.79,837.16,1365.45,27433.56,10457.03,1517.65,3324.93,50.26,39.19,1310.22,1654.63,243.04,774.29,135.74,5096.16,4301.63,39.82,56.74,3763.37,3972.3,264.86,5539.96,1152.21,157.75,467.22,4561.34,4255.28,95.87,10550.09,109.05,6.29
201911,2019,11,,64.62,1615.7,2287.55,134.75,22.79,13072.66,280.88,336.52,6718.54,8629.87,563.65,3435.68,556.7,8905.27,432.85,375.57,11348.16,6420.27,8.08,1221.31,5469.43,809.85,112619.8,1882.9,7385.86,6025.78,13.16,676.42,2825.57,763.56,55.7,258.79,2433.98,112.07,5035.05,10890.16,4349,8239.11,18305.47,143070.8,8742.11,128662.6,2339.32,92.66,,731.65,821.17,314.33,2143.18,13414.58,4977.66,2512.81,2362.8,603.19,2152.46,6652.35,862.79,1002.13,1365.45,29958.31,10457.03,1517.65,3324.93,44.77,39.19,1310.22,1860.6,260.4,774.29,135.74,5357.83,4301.63,38.06,54.27,3456.16,4023.01,245.24,5186.68,1219.11,157.75,467.22,4561.34,4297.79,95.87,10900.07,106.06,6.29
201912,2019,12,,64.62,1615.7,2254.96,134.75,21.42,13149.51,334.29,328.87,6581.08,8477.55,623.62,3435.68,575.71,8905.27,432.85,379.94,10234.7,6335.63,8.08,1221.31,5724.83,925.54,114652.4,1856.75,7613.32,5252.04,9.54,676.42,2800.83,763.56,58.13,258.79,2433.98,97.61,5160.81,10728.3,4123.35,8007.43,18305.47,141442.2,8132.67,125159.5,2236.11,92.66,,731.65,821.17,362.16,2143.18,12833.25,4858.72,2630.99,2362.8,603.19,2189.49,6476.43,862.79,1007.2,1365.45,32914.11,10457.03,1517.65,3324.93,39.29,39.19,1310.22,1734.72,289.33,774.29,135.74,5071.25,4301.63,35.14,56.74,3686.57,3930.04,245.24,5106.39,1248.84,157.75,467.22,4561.34,4327.66,95.87,9934.82,104.57,6.29
